Proteins	taxon
P33362	Escherichia coli (strain K12)
P0ABF6	Escherichia coli (strain K12)
Q9BQ52-4;G5E9D5;Q9BQ52;Q9BQ52-2;H7C2I4	Homo sapiens
O95433;B4DUR9;G3V3W9	Homo sapiens
P0AEQ3	Escherichia coli (strain K12)
P33602	Escherichia coli (strain K12)
P0A6J5	Escherichia coli (strain K12)
P07395	Escherichia coli (strain K12)
P0AFM6	Escherichia coli (strain K12)
Q9H6R4-4;Q9H6R4;G8JLK7;Q9H6R4-2;Q9H6R4-3;F5H6M7	Homo sapiens
P04075;H3BQN4;H3BPS8;H3BUH7;H3BR04;H3BMQ8;H3BU78	Homo sapiens
P63241;I3L397;P63241-2;I3L504;Q6IS14	Homo sapiens
Q14498-2;Q14498;Q14498-3;G3XAC6;Q5QP23;Q5QP22;Q5QP21;F8WF24;F2Z3E6;F2Z2Z5;F8WF73;A8MYG5	Homo sapiens
O43290;G3V1T2	Homo sapiens
Q00610-2;Q00610	Homo sapiens
Q8NE71;F8VQZ0;E9PC67;Q5STZ8	Homo sapiens
P62310	Homo sapiens
P0AEH5	Escherichia coli (strain K12)
H3BRH4;O00418	Homo sapiens
P48739;P48739-2;B7Z7Q0;B3KYB6	Homo sapiens
P61970;H3BRV9	Homo sapiens
O14737;B4DE64;Q3HM38	Homo sapiens
Q06830	Homo sapiens
P0A799	Escherichia coli (strain K12)
O75643;O75643-2;C9JAQ9	Homo sapiens
P35579;P35579-2;P35580;P35580-2;F8W6L6;P35580-3;F8VTL3	Homo sapiens
P64581	Escherichia coli (strain K12)
P00390-2;P00390-3;P00390;P00390-5;P00390-4	Homo sapiens
Q15056-2;Q15056	Homo sapiens
Q10570	Homo sapiens
P21179	Escherichia coli (strain K12)
P77444	Escherichia coli (strain K12)
P35237;H0Y3G3;E9PD07	Homo sapiens
P63284;P63284-2	Escherichia coli (strain K12)
P23893	Escherichia coli (strain K12)
P62140;C9J9S3;C9JP48	Homo sapiens
P83436	Homo sapiens
P21165	Escherichia coli (strain K12)
P0ACG1	Escherichia coli (strain K12)
Q9Y285;B4E363	Homo sapiens
P0AG82	Escherichia coli (strain K12)
P25516	Escherichia coli (strain K12)
P61247;D6RAT0;H0Y9Y4;D6R9B6	Homo sapiens
Q9NYB0	Homo sapiens
P08238;Q5T9W8	Homo sapiens
P0AAN5	Escherichia coli (strain K12)
C9J9K3;P08865;A6NE09	Homo sapiens
Q99733;F5HFY4;A8MZ22;C9J6D1;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;C9JZI7;E9PKT8;E9PKI2;E9PP22;C9J1B1	Homo sapiens
P0ADA5	Escherichia coli (strain K12)
P0A7V3	Escherichia coli (strain K12)
P47755;F8W9N7;C9JUG7;B4DG50;F8WED3	Homo sapiens
Q04695;CON__Q04695;CON__Q9QWL7;F5GWP8	Homo sapiens
P05198;H0YJS4;G3V4T5	Homo sapiens
P31120	Escherichia coli (strain K12)
Q14CF1;Q14669;Q14CA3	Homo sapiens
O95707;A8MYC1	Homo sapiens
C9JFR7;P99999	Homo sapiens
P08195-3;F5GZS6;P08195;P08195-4;P08195-2;B4E2Z3;F5GZI0	Homo sapiens
Q9GZT8-2;Q9GZT8;E7EXA3;Q6X734;Q9GZT8-3;B8ZZI0;C9JN42	Homo sapiens
P08238;Q58FF8;P07900;P07900-2;Q14568	Homo sapiens
Q9H074;D6REB4;A6NKV8;Q9H074-2;D6RJF2	Homo sapiens
P05459	Escherichia coli (strain K12)
P0A7A7	Escherichia coli (strain K12)
Q53H82	Homo sapiens
Q9BQG0;Q9BQG0-2;I3L1L3;E7EN09	Homo sapiens
Q96C19	Homo sapiens
P00934	Escherichia coli (strain K12)
P31142	Escherichia coli (strain K12)
Q9BY77;Q9BY77-2;F8WCX5;B4DSH9;Q6R954;F8WEE2	Homo sapiens
P0A6F3	Escherichia coli (strain K12)
P31930	Homo sapiens
P25522	Escherichia coli (strain K12)
P77717	Escherichia coli (strain K12)
P67660	Escherichia coli (strain K12)
P00864	Escherichia coli (strain K12)
O95747;C9JIG9	Homo sapiens
Q86V81;E9PB61	Homo sapiens
P0A8V2	Escherichia coli (strain K12)
P26639;B4DEG8;G3XAN9;E7ERI3	Homo sapiens
P29745	Escherichia coli (strain K12)
Q01518;Q01518-2;Q5T0R1;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R9;Q5T0S3;Q5T0R8	Homo sapiens
P0A887	Escherichia coli (strain K12)
P40939	Homo sapiens
P0AC23	Escherichia coli (strain K12)
P0A6V8	Escherichia coli (strain K12)
P22255	Escherichia coli (strain K12)
P39180	Escherichia coli (strain K12)
Q96PV6-2;Q96PV6;F8W9Q9;E7EQP8	Homo sapiens
Q9NX24;D6RC52;D6RCB9	Homo sapiens
P29083;E9PER7;C9J329	Homo sapiens
Q9UBT2;B3KWB9;F5H4L5	Homo sapiens
Q8WVB6;Q8WVB6-2;E7EXA6;F8WCC1	Homo sapiens
E9PRI4;E9PGT3;Q15418;Q15418-2;E9PAN7	Homo sapiens
C9JLU1;P52434;C9JBJ6;C9JCU7	Homo sapiens
Q8NI27;H0Y815	Homo sapiens
P23865	Escherichia coli (strain K12)
P0A9G6	Escherichia coli (strain K12)
P62158;H0Y7A7;F8WBR5;G3V479;E7ETZ0	Homo sapiens
P62263;H0YB22;E5RH77	Homo sapiens
P0A8A0	Escherichia coli (strain K12)
Q15424;F5H1L1;F5H0H3;F5GZU3;B7Z2F6;Q14151;A8MXT5;C9JPX0	Homo sapiens
P37648	Escherichia coli (strain K12)
F5H4V4;P46013;P46013-2	Homo sapiens
Q8IV48	Homo sapiens
Q9UKX7-2;Q9UKX7;B4E2D3	Homo sapiens
P84090	Homo sapiens
P0AEP3	Escherichia coli (strain K12)
Q86VP6;Q86VP6-2;H0YGP5;Q86VP6-3;H0YH27	Homo sapiens
P19624	Escherichia coli (strain K12)
Q9Y5S9-2;Q9Y5S9	Homo sapiens
Q08945;E9PMD4;E9PPZ7	Homo sapiens
P04040	Homo sapiens
P25519	Escherichia coli (strain K12)
Q13813;Q13813-3;F8W7K3;Q13813-2;A6NG51;A6NN88	Homo sapiens
P31550	Escherichia coli (strain K12)
E9PCI3;P08243;E9PCX6	Homo sapiens
P0A763	Escherichia coli (strain K12)
Q96JB2;Q96JB2-2	Homo sapiens
P06959	Escherichia coli (strain K12)
P77695	Escherichia coli (strain K12)
P0AD33	Escherichia coli (strain K12)
O95340;H0Y373;E7ER89;O95340-2	Homo sapiens
P46783;Q9NQ39	Homo sapiens
P49411	Homo sapiens
P0AD61	Escherichia coli (strain K12)
P21333-2;P21333;Q5HY54;E9PHF0;H0Y5C6	Homo sapiens
P60716	Escherichia coli (strain K12)
Q14008;Q14008-3;H0YEK7	Homo sapiens
P0ABA0	Escherichia coli (strain K12)
P34209	Escherichia coli (strain K12)
Q14566	Homo sapiens
P07355;P07355-2;H0YN42;H0YMD0;H0YMU9;H0YM50;B3KRQ1;H0YNP5;H0YN28;H0YL33;H0YNA0	Homo sapiens
P21888	Escherichia coli (strain K12)
P12004	Homo sapiens
P0AE82	Escherichia coli (strain K12)
Q9BV73-2;Q9BV73;H0Y5R2;E7ETF9	Homo sapiens
P0A707	Escherichia coli (strain K12)
P27824;B4E2T8	Homo sapiens
P25398	Homo sapiens
P07913	Escherichia coli (strain K12)
Q9UBB9;E7EMD1;Q9UBB9-2	Homo sapiens
Q14980-2;Q14980;F5H2L0;H0YFY6	Homo sapiens
O00429-4;O00429-5;O00429-3;G8JLD5;O00429-2;O00429;O00429-6;F8W8D1;B4DGC9	Homo sapiens
P0ABK5	Escherichia coli (strain K12)
O00299	Homo sapiens
P0ACE7	Escherichia coli (strain K12)
P11387	Homo sapiens
P52565	Homo sapiens
Q8IWS0;E9PC97;Q5JRC6;B4E0G4;Q8IWS0-2	Homo sapiens
P0AEK2	Escherichia coli (strain K12)
Q9H4A4;A6NKB8	Homo sapiens
P49848;P49848-3;G8JLM6;P49848-2	Homo sapiens
P27298	Escherichia coli (strain K12)
Q6UN15-3;G3XAD6;Q6UN15;Q6UN15-4	Homo sapiens
P68919	Escherichia coli (strain K12)
P67936;P67936-2	Homo sapiens
Q96I24;A6NJ37	Homo sapiens
Q46829	Escherichia coli (strain K12)
Q8NI27	Homo sapiens
P46474	Escherichia coli (strain K12)
Q09666	Homo sapiens
Q09666;Q8N274	Homo sapiens
Q86UK7-2;Q86UK7-3;Q86UK7;Q86UK7-4	Homo sapiens
P76108	Escherichia coli (strain K12)
P14618;P14618-2;P14618-3;E9PF79;H3BTN5;Q504U3;E7EUJ4;H3BSU3	Homo sapiens
P20700;E9PBF6	Homo sapiens
P26639;B4DEG8;D6R9F8;D6RCA5;D6RDJ6;D6RBR8	Homo sapiens
O95394;D6RF12;E9PF86;D6RCQ8;D6RCD1;D6RF77;D6RC77	Homo sapiens
F5GZ16;Q13200;E7EW34;E9PCS3	Homo sapiens
P0ABU2	Escherichia coli (strain K12)
P0A8L1	Escherichia coli (strain K12)
P76418	Escherichia coli (strain K12)
P23246;P23246-2	Homo sapiens
P0ADW3	Escherichia coli (strain K12)
P12758	Escherichia coli (strain K12)
F5H656;Q8WXF1;Q8WXF1-2	Homo sapiens
O95361;H0Y626	Homo sapiens
Q13523;F5H2U2	Homo sapiens
P09127	Escherichia coli (strain K12)
Q01082-3;Q01082-2;Q01082	Homo sapiens
Q13907;Q13907-2	Homo sapiens
Q9UQE7	Homo sapiens
P0A8W2	Escherichia coli (strain K12)
Q8WUA4;Q8WUA4-2;Q8IWJ2;F8WEC5;B8ZZW2	Homo sapiens
F5GWB8;Q9Y6K5	Homo sapiens
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5;H7C3A1;H7C1K0	Homo sapiens
P15924;P15924-2	Homo sapiens
P23721	Escherichia coli (strain K12)
P21170	Escherichia coli (strain K12)
P05455;E9PFH8;E7ERC4;E9PGX9;E9PFL9	Homo sapiens
P23396;E9PL09;E9PPU1;H0YEU2;F2Z2S8;H0YCJ7;E9PL45;H0YF32;E9PQ96;E9PJH4	Homo sapiens
E7EM48;P33991;E5RG31	Homo sapiens
P26639;B4DEG8;D6R9F8;D6RCA5;D6RDJ6	Homo sapiens
Q9NUQ6-2;Q9NUQ6;B4DT67;F8W6C2;C9IZC3;C9J8M7;F2Z2S1;C9JKE4;F8VZ02;F8VT91;C9JGM8;Q4ZFW0;F8WAV0	Homo sapiens
O00231;H7C067	Homo sapiens
P45974-2;P45974;F5H571	Homo sapiens
P41250	Homo sapiens
E9PRQ7;Q04323;E9PJ81;Q04323-2	Homo sapiens
P76217	Escherichia coli (strain K12)
P0A6P1	Escherichia coli (strain K12)
P0C0L2	Escherichia coli (strain K12)
P0A9D8	Escherichia coli (strain K12)
P0A7A9	Escherichia coli (strain K12)
Q96I24	Homo sapiens
P33368	Escherichia coli (strain K12)
Q9NVM9;B4DNK1;H0YH12;F5GZE7	Homo sapiens
P07001	Escherichia coli (strain K12)
P0AEX3	Escherichia coli (strain K12)
P07118	Escherichia coli (strain K12)
P0A6X7	Escherichia coli (strain K12)
P0AEZ1	Escherichia coli (strain K12)
Q13838;Q13838-2;F8VQ10;Q5STU3;F6WLT2;F8VZL8;F6UN21;F6TRA5;F6S4E6;F6R6M7;F6V772;F6QYI9;F6QWI5;F6U6E2;F6S2B7;E7EMX2;F6SXL5	Homo sapiens
P59998;F8WCF6;F8WDD7;C9JWM7;E7ETI0;F6TTL5	Homo sapiens
P67826	Escherichia coli (strain K12)
O00505	Homo sapiens
P51572;P51572-2	Homo sapiens
P0A7X3	Escherichia coli (strain K12)
I3L0N3;P46459;B4DFA2	Homo sapiens
P77552	Escherichia coli (strain K12)
Q9NQT5;Q9NQT5-2	Homo sapiens
P41252;Q5TCC4	Homo sapiens
P14081	Escherichia coli (strain K12)
O95777;C9JIZ0	Homo sapiens
Q9UHD1-2;Q9UHD1;E9PHZ2	Homo sapiens
Q12906;Q12906-5;Q12906-2;Q12906-3;C9JFV5;B4DFG4;G5E9M5;Q12906-4;Q12906-6	Homo sapiens
O95197-3;B7Z4M1;B7Z4M0;O95197-5;O95197-4;F5H774;O95197-2;O95197;F5H617;F5H891;F5GWG7	Homo sapiens
Q86YP4-2;Q86YP4;B5MC40;B4DKZ7;H7C3H1;F5H7D9	Homo sapiens
P09874	Homo sapiens
Q9BUJ2-4;B7Z4B8;Q9BUJ2-2;Q9BUJ2;Q9BUJ2-3	Homo sapiens
O00148;Q8N5M0;B1Q2N1	Homo sapiens
P52565;A8MXW0	Homo sapiens
P0A940	Escherichia coli (strain K12)
G3V1L9;G5E9E7;Q07157;Q07157-2	Homo sapiens
P14735;B7ZAU2	Homo sapiens
E7EUI8;E7EM57;P11413;P11413-2;P11413-3;E9PD92	Homo sapiens
P02931	Escherichia coli (strain K12)
Q13126	Homo sapiens
P67910	Escherichia coli (strain K12)
Q8TAT6;Q8TAT6-2;I3L4U9	Homo sapiens
Q9NZI7-4;Q9NZI7	Homo sapiens
Q12788;H3BN88	Homo sapiens
Q08945	Homo sapiens
Q96EE3;Q96EE3-1	Homo sapiens
Q15424;F5H1L1;F5H0H3;B7Z959	Homo sapiens
P0ACJ8	Escherichia coli (strain K12)
Q12800;Q12800-3;F8VX55	Homo sapiens
Q6ZRS2-2;Q6ZRS2;Q6ZRS2-3	Homo sapiens
P0ADB1	Escherichia coli (strain K12)
P06996;Q1PI90	Escherichia coli (strain K12)
P0AES4	Escherichia coli (strain K12)
P56192;B3KVK7;F5H2V6;F8VS26;F8W0M7;F8W0S4;F8VZZ9	Homo sapiens
Q15393;Q15393-3	Homo sapiens
Q7L1Q6;Q7L1Q6-4;Q7L1Q6-3;Q7L1Q6-2;H0Y503	Homo sapiens
Q92797;Q92797-2	Homo sapiens
P22256	Escherichia coli (strain K12)
P21599	Escherichia coli (strain K12)
P40429;B4DNC8	Homo sapiens
Q13769;F8WCP5;H7C072;C9JXG5;H7C441	Homo sapiens
Q9H6F5;B4DY99	Homo sapiens
Q9NRN7;B4DDW7	Homo sapiens
P0A8U2	Escherichia coli (strain K12)
Q00059;H7BYN3;A8MRB2	Homo sapiens
P0A8U6	Escherichia coli (strain K12)
P36659	Escherichia coli (strain K12)
Q01081;Q8WU68-3;Q8WU68-2;Q8WU68;Q01081-2;Q01081-3	Homo sapiens
P0A9M0	Escherichia coli (strain K12)
P30084	Homo sapiens
P35241;A7YIJ8;F5H1A7;H0YE16;A7YIK3	Homo sapiens
P69451	Escherichia coli (strain K12)
P48643;B7ZAR1;E9PCA1;E7EWW2;E7ENZ3;B4DYD8	Homo sapiens
B7Z9L0;P50991;F5H5W3;B7Z2F4	Homo sapiens
P05042	Escherichia coli (strain K12)
Q5TA45-2;Q5TA45-3;Q5TA45;G3V1S5;H7BXK4;C9IYS7;B4DM87	Homo sapiens
P0A836	Escherichia coli (strain K12)
P30520	Homo sapiens
Q13148;Q13148-2;B1AKP7;G3V162;Q13148-3;B4DJ45	Homo sapiens
P22102;B4DJ93	Homo sapiens
P06986	Escherichia coli (strain K12)
Q9BXJ9;F5H5A7	Homo sapiens
Q9H2U2-2;E2QRM6;Q9H2U2;Q9H2U2-3;F8WDN9;Q9H2U2-4	Homo sapiens
P0AEN8	Escherichia coli (strain K12)
Q15365;H3BRU6;F8VZX2;B4DRD7;F8W0G4;F8VXH9;F8W1G6;H3BND9;Q15366;Q15366-2;Q15366-5;B4DXP5;Q15366-4;G3V0E8	Homo sapiens
Q15365	Homo sapiens
H3BRU6;F8VZX2;B4DRD7;F8W0G4;F8VXH9;F8W1G6;H3BND9;Q15366;Q15366-2;Q15366-5;B4DXP5;Q15366-4;G3V0E8	Homo sapiens
P23930	Escherichia coli (strain K12)
O95373	Homo sapiens
P32132	Escherichia coli (strain K12)
P08651-2;P08651-4;P08651-3;P08651;F8W9H9;P08651-5;F5H0R0;B1AKN5;Q12857;B1AKN8;F8W8W3;B1AKN6;Q12857-2;B1AKN7	Homo sapiens
P54577	Homo sapiens
P0AEG6	Escherichia coli (strain K12)
P23538	Escherichia coli (strain K12)
P23847	Escherichia coli (strain K12)
Q9Y3D9	Homo sapiens
Q46851	Escherichia coli (strain K12)
Q8N1F7;H3BVG0;Q8N1F7-2;H3BV15;H3BRD9	Homo sapiens
H3BV16;H3BPJ9;Q96II6;O96000	Homo sapiens
P0CE48;P0CE47	Escherichia coli (strain K12)
P53396;E7ENH9;P53396-2;B4E3P0	Homo sapiens
P76291	Escherichia coli (strain K12)
Q9UBV2	Homo sapiens
G5E9X3;Q9Y2H6-2;Q9Y2H6	Homo sapiens
B3KQ63;H0YF74;P32754	Homo sapiens
O43929;B7Z3D0;F5H069;B7Z632	Homo sapiens
P15639	Escherichia coli (strain K12)
P11766	Homo sapiens
Q8WWI1-3;Q8WWI1-4;F8WD26;Q8WWI1-2;Q8WWI1;E9PMS6;E9PMP7	Homo sapiens
F5H886;Q9UDY2-3;Q9UDY2;F5H301;Q9UDY2-4;Q9UDY2-2;Q9UDY2-5;B1AN86	Homo sapiens
Q14697-2;E9PKU7;Q14697;F5H6X6	Homo sapiens
F8VYY9;B4DDT7;P54619;F8VVA3;F8VZX1;H0YIC9;F8VSH3;F8VRY2;F8VU55;F8VSL2	Homo sapiens
P37689	Escherichia coli (strain K12)
E9PLK3;P55786;B7Z463;H0YDG0	Homo sapiens
Q9H4A4;A6NKB8;C9JMZ3	Homo sapiens
Q9UQ80;F8VTY8;H0Y3X3;F8VRZ3;F8VR77	Homo sapiens
Q6ZRP7;H0Y430;F8W6U6	Homo sapiens
P0A6H8	Escherichia coli (strain K12)
P39356	Escherichia coli (strain K12)
B1AH49;E7ENL2;P25325	Homo sapiens
P06493;E5RIU6	Homo sapiens
P21333-2;P21333;Q5HY54;A6NDY9	Homo sapiens
Q9Y520-3;Q9Y520-6;Q9Y520-4;E7EPN9;Q9Y520-5;E9PF21;Q9Y520;Q9Y520-7;Q9Y520-2;H7C5N8	Homo sapiens
Q9H7D0;H0Y7N4	Homo sapiens
P98082-3;P98082;P98082-2	Homo sapiens
B4E241;P84103	Homo sapiens
Q9Y4E5-2;E9PH99;Q9Y4E5	Homo sapiens
P76243	Escherichia coli (strain K12)
Q15738	Homo sapiens
P17987;E7EQR6;F5H282	Homo sapiens
E7EM71;Q00341;H0Y394;H7C0A4	Homo sapiens
H0YGA0;F5H2V5;E9PS00;Q9Y5Q0	Homo sapiens
P23634-7;P23634-6;P23634-8;P23634	Homo sapiens
P05388;Q3B7A4;F8VWS0;F8W1K8	Homo sapiens
P0AE37	Escherichia coli (strain K12)
P77596	Escherichia coli (strain K12)
Q6P2C8-2;Q6P2C8	Homo sapiens
P36999	Escherichia coli (strain K12)
F5H897;Q12931	Homo sapiens
Q9H7Z7;H7C5L1	Homo sapiens
P0ADK0	Escherichia coli (strain K12)
P30864	Escherichia coli (strain K12)
Q92888;Q92888-3;H0Y2T4	Homo sapiens
P0ABD8	Escherichia coli (strain K12)
P76034	Escherichia coli (strain K12)
P33221	Escherichia coli (strain K12)
G5E9E2;Q5J9I4;P29372-2;P29372;A2IDA3	Homo sapiens
P37177	Escherichia coli (strain K12)
P47897;B4DNN3;B4DWJ2;H7C0R3	Homo sapiens
P49207	Homo sapiens
Q96JM3	Homo sapiens
Q5VVM0;Q9HAB8	Homo sapiens
Q8IV08;B4DEL6	Homo sapiens
P30566;E7ERF4;P30566-2;B4DUM2	Homo sapiens
B3KXS5;P36776;F5GZ27	Homo sapiens
F5H2G1;F5GWX5;Q14839;Q14839-2;Q5TG85	Homo sapiens
Q12873-2;Q12873;E9PG89	Homo sapiens
P06149	Escherichia coli (strain K12)
B4DK30;Q15029	Homo sapiens
Q16656-2;Q16656;Q96AN2;B4DDV6	Homo sapiens
P0AG67	Escherichia coli (strain K12)
P0AAC0	Escherichia coli (strain K12)
P0A962	Escherichia coli (strain K12)
P54901	Escherichia coli (strain K12)
Q96S44	Homo sapiens
P61026	Homo sapiens
E9PF19;Q9Y4P3;Q96E41;C9JVF0	Homo sapiens
Q5JTH9	Homo sapiens
P39023;G5E9G0	Homo sapiens
Q00610-2;Q00610;P53675-2;P53675	Homo sapiens
Q92598-2;Q92598;Q92598-3;B4DYH1;E7EUG1	Homo sapiens
P0AGD7	Escherichia coli (strain K12)
P0A7U7	Escherichia coli (strain K12)
O95573	Homo sapiens
P51809-3;P51809;P51809-2	Homo sapiens
P39099	Escherichia coli (strain K12)
P0AGB6	Escherichia coli (strain K12)
P15977	Escherichia coli (strain K12)
G3V325;O75127	Homo sapiens
P46060;F8W7I9	Homo sapiens
P28249	Escherichia coli (strain K12)
P0A6F1	Escherichia coli (strain K12)
Q9NXE4-2;Q9NXE4;Q9NXE4-4;H7BXF4;E7ESA2;B4DM23;C9J647;F8WF03;F2Z2I0;F2Z2W5	Homo sapiens
F5H0C3;Q7Z4S6-3;F8W762;F5H219;Q7Z4S6-2;Q7Z4S6;Q7Z4S6-4;F8WCP6;H0YI78;F5H0V8;H0YHT2	Homo sapiens
P34897-3;P34897;P34897-2;B4DLV4	Homo sapiens
O43813;E9PHS0;F8WDS9	Homo sapiens
Q969N2-4;Q969N2-5;Q969N2;B7Z1N3;F5GWY0	Homo sapiens
Q6UN15-3;G3XAD6;Q6UN15;H0Y8P7	Homo sapiens
P0AB71	Escherichia coli (strain K12)
P0AD57	Escherichia coli (strain K12)
F5H260;B4DTT0;H7C3P4;B4DYH8;P15586;F6S8M0;F5H4C6;H0YFA9	Homo sapiens
P22670	Homo sapiens
E9PH29;P30048	Homo sapiens
P13010	Homo sapiens
P34932;F5H3R0;Q9BUK9	Homo sapiens
E9PRQ7;Q04323;B4E0P8	Homo sapiens
P0ADR8	Escherichia coli (strain K12)
P10768;H7BZT7	Homo sapiens
P33224	Escherichia coli (strain K12)
P07003	Escherichia coli (strain K12)
P0AC38	Escherichia coli (strain K12)
O15067;F5GWT9;H0YGH1	Homo sapiens
P61619;B4DR61;P61619-3	Homo sapiens
O60506-3;O60506-4;O60506-5;O60506;O60506-2	Homo sapiens
Q15072	Homo sapiens
F5H2G1;F5GWX5;Q14839;Q14839-2;F5H6N4	Homo sapiens
P17028	Homo sapiens
Q53F19;Q53F19-2	Homo sapiens
P33018	Escherichia coli (strain K12)
Q13907;Q13907-2;C9JKM8;C9JD53	Homo sapiens
P11279;B4DWL3	Homo sapiens
Q16629-3;Q16629-2;G5E9M3;C9JAB2;Q16629	Homo sapiens
Q15269	Homo sapiens
Q8WXH0;Q8WXH0-2;G3V5X4;F8WAA3;Q8WXH0-9;Q8WXH0-8	Homo sapiens
P0A722	Escherichia coli (strain K12)
H0YAF3;H0YAF1;Q9UNQ0-2;Q9UNQ0	Homo sapiens
P22102;P22102-2;F8WD69;C9JBJ1;C9JTV6;H7C366	Homo sapiens
P30850	Escherichia coli (strain K12)
Q9Y6X9	Homo sapiens
O43847;O43847-2;B1AKJ5;G3V1R5;E9PHF8;H0Y5G9	Homo sapiens
P02786;G3V0E5;F5H6B1	Homo sapiens
O00442;O00442-2	Homo sapiens
P15880;H0YEN5;E9PMM9;I3L404;E9PPT0;E9PM36	Homo sapiens
Q9Y4A5-2;Q9Y4A5;F2Z2U4;C9K0N1	Homo sapiens
Q07021	Homo sapiens
O95394;D6RF12;E9PF86;D6RIS6	Homo sapiens
P0AES6	Escherichia coli (strain K12)
O75116;D6REE7;E9PF63	Homo sapiens
Q9BQE3;F5H5D3;P68363;CON__ENSEMBL:ENSBTAP00000016242;A8MUB1;P68366	Homo sapiens
P0A6U8	Escherichia coli (strain K12)
Q9HAU5;Q9HAU5-2	Homo sapiens
O95394;D6RF12;E9PF86;H0Y8I3;H0Y987	Homo sapiens
F5H5U2;Q8NHQ9;Q8IYH0	Homo sapiens
Q9UL46;H0YM70	Homo sapiens
P76220	Escherichia coli (strain K12)
Q9HCC0;Q9HCC0-2	Homo sapiens
Q8WUY1;H0YAR9	Homo sapiens
P08107;H0YG33;F8VZJ4;F5H1D3;F5GZ62;Q53FA3;P34931;F8W1P1;B4DXY3	Homo sapiens
P37349	Escherichia coli (strain K12)
P0AG18	Escherichia coli (strain K12)
E7ENF1;Q96C57;F5H7W8;H0YF83;G5EA44	Homo sapiens
Q01518;F5H6Z3;Q5T0R1;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2	Homo sapiens
P30011	Escherichia coli (strain K12)
P03813	Escherichia coli (strain K12)
Q6UB35;Q4VXV2	Homo sapiens
E9PDU5;Q9NNW5	Homo sapiens
Q9NWH9;H7C3F4;A8K5V8;H0YKH2	Homo sapiens
P40926;E9PDB2;G3XAL0	Homo sapiens
E7EUT4;E7EUT5;P04406;E7EU54	Homo sapiens
P05388;Q3B7A4;F8VWS0;F8VU65;F8VW21;F8VPE8;G3V210;F8VQY6;F8VRK7;Q8NHW5	Homo sapiens
P0AG90	Escherichia coli (strain K12)
P0AFF6	Escherichia coli (strain K12)
P09373	Escherichia coli (strain K12)
P48382;B7Z848;F8W689	Homo sapiens
O75044;H0Y4C3;H0Y2P8;Q5VZB4	Homo sapiens
P0A8J8	Escherichia coli (strain K12)
Q9P270	Homo sapiens
Q9Y6G9;E9PHI6	Homo sapiens
P37595	Escherichia coli (strain K12)
P0A7G6	Escherichia coli (strain K12)
P25536	Escherichia coli (strain K12)
E9PEZ3;O60610;H9KV28;E7ERW8;O60610-2;B9ZVX0;E9PHQ0;E9PEZ2;E7ET75	Homo sapiens
P0A6M8	Escherichia coli (strain K12)
P51858;A8K8G0;Q5SZ08;Q5SZ07;B7Z525	Homo sapiens
P0AG44	Escherichia coli (strain K12)
P60422	Escherichia coli (strain K12)
P0ACI0	Escherichia coli (strain K12)
Q86X55-1;Q86X55	Homo sapiens
P11766;D6RFE4	Homo sapiens
P17445	Escherichia coli (strain K12)
P0C0V0	Escherichia coli (strain K12)
P42620	Escherichia coli (strain K12)
P0A7C6	Escherichia coli (strain K12)
P0A850	Escherichia coli (strain K12)
B3KT25;Q96S55-2;Q96S55;Q96S55-3;Q96S55-4	Homo sapiens
Q9UKS6	Homo sapiens
Q9H2J4;H7BZP2;C9JST4	Homo sapiens
P08331	Escherichia coli (strain K12)
P00957	Escherichia coli (strain K12)
P15034	Escherichia coli (strain K12)
Q9BXR0;B4DFM7	Homo sapiens
P11388;P11388-2;P11388-3;P11388-4;C9J5P2;H7BXX8;H7BXH5	Homo sapiens
P25539	Escherichia coli (strain K12)
Q5VYK3;B3KXF2	Homo sapiens
P75958	Escherichia coli (strain K12)
Q08257;A6NN60;A6NP24;C9JH92;Q08257-2	Homo sapiens
Q15233;F5GYZ3;H7C367;C9JYS8;C9IZL7	Homo sapiens
P18206-2;P18206;F5H7T3;G8JLL3;Q5JQ13;B4DTM7	Homo sapiens
P37666	Escherichia coli (strain K12)
Q9Y6V7	Homo sapiens
P68032;P63267;P68133;P62736;Q5T8M8;A6NL76;F5H1C1;E7EQV5;Q5T8M7;E9PG30;F8WB63;B8ZZJ2;C9JFL5;F6UVQ4;F6QUT6;F8WCH0;P60709;CON__P60712;B4E335;B4DW52;E7EVS6;G5E9R0;C9JZR7;Q6S8J3;C9JTX5;A5A3E0;P0CG38;P0CG39;P63261;F5H0N0;I3L3I4;I3L3I0;I3L1U9;I3L4N8;I3L3R2;C9JUM1	Homo sapiens
P61163;P42025;G5E9Q5	Homo sapiens
P0AG27	Escherichia coli (strain K12)
Q9UFC0;H7C5R0	Homo sapiens
O75165	Homo sapiens
B7Z815;Q93009;F5H8E5;H3BND8;B7Z7T5	Homo sapiens
Q96GM5;Q96GM5-2;F8VZ70;F8VUB0	Homo sapiens
Q9NPG3-2;Q9NPG3	Homo sapiens
Q9H0A0;E7ESU4;E9PMN9	Homo sapiens
P76330	Escherichia coli (strain K12)
